5,"June 28, 2018"," After reinstalling the app, the layout changed back to how I like it. 
Hopefully it don't keep changing up."
3,"June 27, 2018"," I can't watch videos. It's awful when I want to tag friends, just I can't 
do it. That sucks."
5,"June 25, 2018", So far I think I like this app coz it's just working well.
4,"June 27, 2018", It's an alternative
1,"June 28, 2018", Hate it
5,"June 12, 2018", Some things can do better
3,"March 30, 2018"," Even at good internet speed and clear signal, it still freezes and lags. I cannot see most of what I'm typing regardless of the setting or phone that I use. Perhaps I just need to buy one of the newest phones out to in order to get functionality from this app that would closely rival the actual mess...Full ReviewEven at good internet speed and clear signal, it still freezes and lags. I cannot see most of what I'm typing regardless of the setting or phone that I use. Perhaps I just need to buy one of the newest phones out to in order to get functionality from this app that would closely rival the actual messenger app."
1,"April 6, 2018", Used to work decent... Idk if it's a glitch but interface completely changed overnight and now it's just a really crumby way to view fb
3,"April 9, 2018", Menu bar at the bottom gets in the way
2,"March 22, 2018"," It's decent, missing the messaging calling and video calling features. Loose the ads and I'll give more stars 🌟"
1,"March 12, 2018", This is NOT the Facebook Messenger Lite app.
5,"February 9, 2018", D apps cnnot access call
4,"March 8, 2018", It's won't downloading it is use friendly
2,"April 2, 2018", App crashes constantly
3,"April 6, 2018", Not bad...its decnt app
1,"March 24, 2018", Perfect lite app
5,"February 8, 2018", Nice Aap
5,"April 20, 2018", Aju nice
3,"June 16, 2017", Having and issue with the messenger portion where my keyboard display covers the text input box and i cant see what i am typing.  Also the phone status bar covers part of the top menu. Besides that it works really good. Btw this is on Droid 4.4 so the version may be an issue.
1,"August 21, 2017"," Shame on you - sure the size comparison is massive against full bloated FB messenger, 9.60MB on my phone, but...!  What about Facebook's own Messenger Lite? The difference isn't quite as large anymore, though you still will, as in my phone it was 19.90 MB  Now it comes to which one does better... I'...Full ReviewShame on you - sure the size comparison is massive against full bloated FB messenger, 9.60MB on my phone, but...!  What about Facebook's own Messenger Lite? The difference isn't quite as large anymore, though you still will, as in my phone it was 19.90 MB  Now it comes to which one does better... I'll be back!"
2,"January 14, 2018"," Screen says I'm not logged in but when I press the Login button, it just keeps telling me I'm not logged in. Went to settings and it said Log out. Nothing on the screen except the Not Logged In statement. Cannot use it. Do not like to write poor reviews but it is not usable."
5,"December 31, 2017", Fantastic substitute for the other MSGR apps provided by FB. This has been so far a smooth running easy to configure app. Keeping fingers crossed it stays the best!
4,"September 12, 2017"," 9.57mb---fast refresh newsfeed, annoying ads everytime switch to msg, ads cover amd can't see what I type, low number of reviews, uninstall"
4,"October 16, 2017"," Worked well for me, but still not fast enough. Plus it doesn't work offline."
2,"June 24, 2017", The adds bother me it makes my screen shorter not good
4,"September 5, 2017"," So far so good, too early to tell yet 🤔"
4,"November 5, 2017", Great fb and messenger all in one. Definitely recommend A++
5,"July 9, 2017", Less then ¼ of mbs compared to reg version without losing any features...smart and speedy   Thanks a ton
5,"August 24, 2017", I think it's great! two apps in one
1,"September 11, 2017", I hated it!!
4,"October 12, 2017", I hope adds can be removed
1,"August 8, 2017", In description say that have audio and video call. So? Where is it?
5,"July 4, 2017", Mapag mahal ks kaso madaling masaktan
5,"August 14, 2017"," Work great for me, uses a lot less storage than regular app!"
1,"June 23, 2017", Seriously? The Log in button not working 😒
4,"January 23, 2018"," Quick and easy to use, no problems so far - and I like it."
2,"August 20, 2017", Too many adds
5,"November 9, 2017", It's amazing how it's a super small app and it works perfect.
3,"June 23, 2017", Ads!!!!
5,"September 29, 2017"," Its cool and easy,light on my phone,it is a cool app."
5,"August 13, 2017", nice but i cant upload many pictures...😞
5,"August 10, 2017", Its okey
5,"November 11, 2017", I jus Happy to have it
5,"September 9, 2017", Super
5,"August 31, 2017", Great and wonderful
4,"January 26, 2018", Simple to use
5,"October 12, 2017", Lovely
4,"June 11, 2017", good
4,"January 6, 2018", Good
5,"January 14, 2018", loved it
5,"June 18, 2017", Best
1,"February 11, 2017"," I cant see the words when im typing a message, cant add photos. Its useless."
5,"February 21, 2017", mind blowing
5,"May 13, 2017"," Question: For this app, it says it can make video calls, how does that feature work on this app? Thanks in advance."
1,"April 14, 2018"," Didnt even load saying messenger lite stopped work everytime u opened the 
app your app is that sh** you need to update the app completely or sort the 
programming out on it"
1,"February 26, 2018", Bkwas AAP h ye... Kitta gnda AAP h ye... JB bnae hi the to Thora achcha bnae hote...ye download hone m bahut time lgta h....
1,"December 21, 2017", Add covers bottom of the page so I can't enter any text.
5,"December 4, 2017","Messanger lite App, I will try to start download , this app if ok, this, app i like it?"
5,"June 12, 2018", I don't think any thing becz I still did nt use the app
4,"April 21, 2018"," Has everything I use on fb, options to personalize theme, notification, 
very good and lite"
3,"March 23, 2018", I like this but for a few times
3,"April 11, 2018", Just installed let's see the outcomes
1,"April 1, 2018", App crashes constantly
5,"June 20, 2017",Lobe I like
2,"January 18, 2018",Messanger Down lod
4,"June 24, 2018", I will look
5,"January 3, 2018", Very nice. Better than what I expected. Good job!!!
4,"May 15, 2017", Alexandra M. Aldea
5,"January 16, 2018", This is a very good application to use
5,"May 18, 2018", It is so very useful aps
3,"September 17, 2017", its ok
5,"January 5, 2018", STICHA Koert
5,"January 31, 2018",Sd So
2,"February 25, 2018",james omblero
5,"March 12, 2018", Super b
5,"October 26, 2017", it's supporting & helping to use shortcut!!
5,"May 16, 2017", It's awesome!
1,"June 7, 2017", FB
5,"June 13, 2017", Nice app
5,"July 5, 2017", Useful application for all
5,"March 10, 2017",N Nice apk
5,"May 6, 2017", Wonder ful app
5,"August 2, 2017", I think it is faster
4,"March 5, 2018", It is very helpful
5,"April 19, 2018", Nice app for chat
5,"June 20, 2017", Yes
5,"December 24, 2017", Nishantyadavdv
4,"September 24, 2017", Superr
5,"January 18, 2018", Like it
5,"December 9, 2017", WOW
5,"January 29, 2018", Oooo
5,"April 1, 2018", Osm
5,"April 10, 2018", NIC
3,"April 4, 2018", said.kumar
5,"September 17, 2017", Fastest app 😊
5,"February 7, 2017",Excellent Application
5,"November 12, 2017", best app
5,"October 6, 2017", Nice app
4,"October 3, 2017", Great App
5,"February 3, 2018", Bigger is good
5,"February 15, 2018", Nice apps
5,"February 25, 2018", nice 1
5,"May 30, 2018", Fantastic apps
1,"April 16, 2018", Waste
3,"March 18, 2018", Nice App.....!
3,"June 13, 2017", Good
5,"June 13, 2017", Good
5,"October 11, 2017", amazing
