5,"July 24, 2017", I love this app. I downloaded it Friday and now I'm hooked. You should check it out.
5,"July 19, 2017"," Aaaaammmmmmaaaazzzziiiinnnngggggg. I love this app. It's simple, fun, and easy to connect with family and friends."
5,"July 23, 2017", Best new and upcoming app for communicating with friends and family. Call quality is very clear and precise.
5,"July 25, 2017"," A great friend filled me in about it,I'm into it now thanks"
5,"July 19, 2017", I like this app I could invite friends and family members to something new.
5,"July 19, 2017", Awesome!! Pretty cool app i love it
5,"July 20, 2017", This app is really good for business or for just simply talking to friends! 👍
1,"August 22, 2017", Photo is never sent.no offtion.
5,"January 22, 2018", It's the best way to reach people.🏖🏖
5,"July 19, 2017", I love this app.
5,"December 3, 2017", It a great app
4,"August 19, 2017", Nice app
5,"September 17, 2017", great app
5,"August 29, 2017", Good
5,"July 21, 2017", This app is amazing i can communicate with friends all over the globe and its easy to use...love it
5,"May 17, 2018", All right but boring
5,"August 31, 2017", Who is the owner of this app
5,"January 9, 2018", You are so grateful my love
5,"August 30, 2017", Labhya jain
5,"September 20, 2017", Thalk l
5,"September 19, 2017", I loveing it....
5,"August 30, 2017", Lovely site
5,"August 12, 2017", Beautiful  Network  .
5,"November 16, 2017", Lov
5,"November 12, 2017", thanks
3,"September 1, 2017", Ok
5,"November 24, 2017", It is tooo good....
3,"September 19, 2017", awesome app
4,"September 16, 2017", Nice app
5,"September 19, 2017", Nice
5,"July 22, 2017", Loving it
