1,"September 17, 2017", It's not a game. It's secretly sending invites to our friends in fb without our permission. Report it as spam
5,"September 17, 2017", Excellent game for timepass. U will get addicted to it
1,"September 15, 2017", Game was very good until last update. Now it's asking for login with FB. Why do you do that? I don't use FB and now how can I play? Uninstalling it
5,"September 18, 2017"," Hi team, very good game. Let me know the highest score??? I almost maxed. And set a leaderboard for global view."
1,"July 12, 2018", Bad game..... Why u need fb login Huh
3,"September 26, 2017"," The game is OK, but is limited with 8k max number."
1,"September 12, 2017", I do not want to play with my friends and it says you haft to
5,"September 19, 2017", Very easy and time pass game
5,"September 13, 2017"," I like it , it keeps me  entertained when I'm bored."
4,"December 31, 2017", how to play this game without Facebook account?
5,"September 13, 2017", Just get this game for pizzas from futurama
1,"September 14, 2017"," Why on earth do,we,have,to,play with,friends,for that reason uninstalled"
5,"December 16, 2017", Simple and addictivé game.
5,"September 18, 2017", Soft good easy mind relaxing time pass
5,"September 18, 2017", Very happy
1,"September 12, 2017", Its stupid
5,"September 22, 2017", just Great..
5,"September 11, 2017", A nice little game
5,"October 28, 2017", Sweet😘😘
5,"September 17, 2017", Nice one
4,"September 17, 2017", Somewhat positive
5,"September 16, 2017", Very nice
5,"September 17, 2017", Good
5,"September 17, 2017", Love it
5,"September 15, 2017", Excellent
1,"September 11, 2017", fb only
2,"September 9, 2017"," Cant play it without connecting to facebook to ""play with friends"". Yet there is no multiplayer functionality whatsoever & to add to it, the app has notificatiin spam telling you a friend wants to play against you. However its always a lie considering there is no multiplayer functionality.  Having t...Full ReviewCant play it without connecting to facebook to ""play with friends"". Yet there is no multiplayer functionality whatsoever & to add to it, the app has notificatiin spam telling you a friend wants to play against you. However its always a lie considering there is no multiplayer functionality.  Having to connect your fb account to it for false promises is very fishy."
5,"September 9, 2017", I have not tried it yet Hahahahahaahahahahaahaahahahhahahah 😂😂😂😂😂😂😂😂😂
4,"September 9, 2017", Nice game
5,"September 6, 2017", Nice
1,"September 3, 2017"," This forcefully sends notifications to other Facebook friends, even after options out of it. Anyways a boring game"
1,"August 30, 2017"," Forced FB login, filled with ads. A poor attempt to sell your email for spam, disguised as a game."
5,"September 3, 2017", I just downloaded it 2 complete an offer
1,"September 3, 2017", I Hated It
5,"August 30, 2017", Really amazing
3,"September 3, 2017", S  S   As
5,"September 2, 2017", Good one
5,"September 4, 2017", Pwoli
5,"September 1, 2017", Love it. Awesome challenge
