1,"June 2, 2018"," If only the eraser work I'll give it a five star or four star it has lack 
of colors and the Eraser doesn't work so if you paint anything and you mess 
up you can't erase it so I'm giving it a one-star and uninstalling it fix 
your app"
5,"June 15, 2018"," I love this app! I have used it on every device since forever and it is my 
go-to photo editor app!"
5,"July 12, 2018", Very good
5,"May 27, 2018", Using it for recent years
5,"May 25, 2018"," It's brilliant for colouring B&W photos I've used it for a few years now. 
It does take practice to get a good result however the app is called Photo 
""Art"". Like any art work close up all you can see is brush strokes. This is 
a great app that's why I give it 5 stars."
5,"December 29, 2017"," Best app for adding effects to a specific part of a photo.  U can use brush mode to ""paint"" a selected effect anywhere on a photo.  If u want that cool out of focus background look, just select a blur effect and ""paint"" the areas u want to look out of focus.  If its confusing at first just keep play...Full ReviewBest app for adding effects to a specific part of a photo.  U can use brush mode to ""paint"" a selected effect anywhere on a photo.  If u want that cool out of focus background look, just select a blur effect and ""paint"" the areas u want to look out of focus.  If its confusing at first just keep playing with it and you'll figure it out.  Its not that complicated."
2,"April 7, 2018", No intelligent design here. No easy color selection tool. You manually use a brush to paint on the alpha channel adding color back in or erasing color which can get tedious especially in small areas.
1,"August 17, 2017", It's very hard to get into small places like around the face or body with out it affecting the picture. Like making the background black and white and make just the object just have color. Very confusing and not user friendly.
5,"December 5, 2016", Great editing tool. The nearest thing is far behind. Really earns five stars. Small size but very capable. Good work.keep it up! (Please include crop in the next update.)
2,"January 17, 2017","How does this work Not allowing me to choose a color and just apply to one part of picture.  No instructions,  confusing,  and works more in reverse which is stupid.    I do not recommend as there are many better apps out there."
5,"February 22, 2017"," I use this app with another photo editor app. This app is perfect for what I create. It's simple and easy to use. Should have more than 3.8 stars and if you're creative like I, you should have zero issue's with this application. Thank You for cresting this app!"
4,"July 18, 2016",It was fun The only thing I didn't like was when you delete it it deletes all of your saved photos out of the gallery from the app.
5,"October 29, 2016",Better then ever It's so 😎 cool it better then you prbly jk but it might be.love the app plus don't down load rodlox it will make you sick but only the good games on rodlox you can play by so you know..........
5,"October 28, 2016",Too Good To Be True Cant believe I can do every photo edits easily with this app! Really wish I could get a Samsung Note 8 and for sure will sync with this app better!
3,"October 16, 2017", Its actually an awesome app but the one problem is a big one. Sometimes my images import sideways and I can flip up & down them but not rotate them😥
5,"August 4, 2016",Best app ever There is nit a lot of adds and the fetures are amazing not dificult to use . I could use it for a lot of other stuff. GET THIS APP😀
1,"August 22, 2016",Keeps Stopping and Crashing Every time I get half way through doing my picture it crashes and I have to start all over again.
1,"May 8, 2016","This app Hit the back button on accident and your while picture edit gets erased. Congrats, you've wasted and hour of your life. Why doesn't this app ask you to exit before you exit?!"
5,"October 13, 2016","Nice This is a really good app, especially, since it's free. It's really more about how creative you are. Discovering my hidden talents of photo manipulation & I like what I'm able to do Good job."
2,"May 17, 2016",Can't save After editing i try to save to gallery but i keep getting the same error message saying cant save to gallery and it wont even let me take a screenshot VERY ANNOYING!
1,"April 18, 2017", I only took 1 picture and it told me my memory was full effects were crap. I only had it on my phone 5 minutes couldn't take more of ot.
2,"August 15, 2016","Could be better It's okay for very basic edits, but you can't select any colors of your choice to ""paint""  a photo. The colors are automatically selected for you. Add this feature and I'll gladly give 5 stars."
5,"August 15, 2016","Great app! It take patients, but I've downloaded lots of photo apps and this one is one of my favorites!"
1,"February 10, 2017", Simple tool! First it makes your color pix to BnW image. Then you may color any portion of pix.
1,"January 19, 2017", It is really crap. There is no draw mode Hated it so much
3,"January 26, 2018"," I dont know why but it was working great but then when I click ""get photo from gallery"" it used gets something randomly instead of me picking PLEASE FIC IT"
1,"May 21, 2017", Rubbish... doesn't allow you to choose filter colour.  Same as orher rubbish appa.
5,"December 29, 2016",This need to be on the App Store for Iphone Users I really love this but im switching to an Iohone and Photo Art isnt on the App Store. PLEASE OUT ON APP STORE.
5,"October 4, 2017"," It deserves 4.0+ stars because there are so many filters which you can add by painting.Lucasmmy,Marlon Jimenez,Dalton Sarlow,ANG TATANGA NINYO!!!MGA WALANG UTAK!!!"
1,"February 27, 2017"," Not much you can do besides change the effects. And use paint. Would be better if there was different icons, frames, etc."
1,"May 14, 2016",This app Is so annoying Didn't like it
1,"September 28, 2016",Doesn't even do what it shows in the photos Liars
1,"July 19, 2017", I hate it it does nothing don't buy this
5,"June 17, 2016", I don't mind giving it 5 stars
4,"October 14, 2016","Reply for Darton. If ou dont wanna waste a freaking hour of your life, then dont play a game straight up for a whole hour."
4,"September 11, 2016",Awesome I like it a lot I have made a lot of cool pictures with it and its cool that you can zoom in and out but I love it you should definatly get it😀
5,"September 13, 2016",I like it oh yeah Photo art u made me feel loved
3,"September 1, 2017", It's a pretty good app. It helps me with my favourite way to edit photos so I'm all for it haha
5,"April 18, 2016",The Best I have been looking for an app like this for ages. Sk pleased i found it!! Amazing and so easy to use.
2,"January 6, 2017", I don't know to use it
4,"September 3, 2016","Photo Art Brilliant app, fun and quick to use. You can only use the colour they select for you though."
1,"April 3, 2018", Never allowed me to upload a photo
5,"November 15, 2016", Nice one make ma pics beautiful
5,"March 5, 2017"," this is the first editor ive ever used,and im still using it : )"
5,"September 4, 2016",Cool This app isn't as crappy and people say that. It's great!
5,"December 24, 2017", Awesome App you can blur background as per your need & lots more best app I have ever used for photo editing
5,"March 16, 2017", I think I can do some creative things
3,"February 27, 2017", Eraser has stopped working
3,"April 8, 2016",Ok. I love making things pop. This app let's you do that.
1,"July 11, 2017", Sucks no way black and white nothing else
3,"May 20, 2018"," No longer loads after the last update, Huawei P10 lite"
1,"November 18, 2016", I don't like it is so hard you pick the color it dose not stay
5,"February 27, 2017"," Loved it, as a media student it helped so much. I would highly recommend it. So easy to use."
5,"July 18, 2016", I love this app its amizing
5,"January 11, 2017",Photo App The clarity of The Pictures are Beautiful!
2,"December 26, 2016","I like it. simple,buttttttttt it,s painfull"
